case_id,claim_id,claim_text,claim_type_guess,confidence,evidence_ids,priority,recommended_review_action
NVDA:2025Q4:bm25_real_writer,cl_0008,NVDA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""146fa48b0d7d49b0"", ""2898d4a68282a114"", ""555c227d7718d9fe"", ""64282ae95bea2c9f"", ""cec1408afefedaab"", ""fa921300c2e315e0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
NVDA:2025Q4:bm25_template,cl_0008,NVDA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""146fa48b0d7d49b0"", ""2898d4a68282a114"", ""555c227d7718d9fe"", ""64282ae95bea2c9f"", ""cec1408afefedaab"", ""fa921300c2e315e0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
NVDA:2025Q4:reranker_template,cl_0008,NVDA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""146fa48b0d7d49b0"", ""2898d4a68282a114"", ""555c227d7718d9fe"", ""64282ae95bea2c9f"", ""cec1408afefedaab"", ""fa921300c2e315e0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
TSLA:2025Q4:bm25_real_writer,cl_0008,TSLA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""0b890f4f667144bf"", ""64faa4f34f54c1c9"", ""926a1c3427ff800a"", ""c6e15c4f02099979"", ""cc9c349d70f324e4"", ""d3c148c4ac4747f0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
TSLA:2025Q4:bm25_template,cl_0008,TSLA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""0b890f4f667144bf"", ""64faa4f34f54c1c9"", ""926a1c3427ff800a"", ""c6e15c4f02099979"", ""cc9c349d70f324e4"", ""d3c148c4ac4747f0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
TSLA:2025Q4:reranker_template,cl_0008,TSLA currently has 6 evidence rows from 5 source types.,derived_aggregated,0.75,"[""0b890f4f667144bf"", ""64faa4f34f54c1c9"", ""926a1c3427ff800a"", ""c6e15c4f02099979"", ""cc9c349d70f324e4"", ""d3c148c4ac4747f0""]",P2,标记 derived 审核候选，优先级次于 direct 误杀排查
AAPL:2025Q4:bm25_template,cl_0002,AAPL gross margin is estimated near 46.8%.,direct_factual_extraction,0.78,"[""57867d7a18d8f858""]",P2,常规抽检，确认无误后可保持 none 占位
AAPL:2025Q4:reranker_template,cl_0002,AAPL gross margin is estimated near 46.8%.,direct_factual_extraction,0.78,"[""57867d7a18d8f858""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:bm25_real_writer,cl_0002,GOOGL gross margin is estimated near 58.7%.,direct_factual_extraction,0.78,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:bm25_template,cl_0002,GOOGL gross margin is estimated near 58.7%.,direct_factual_extraction,0.78,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:reranker_template,cl_0002,GOOGL gross margin is estimated near 58.7%.,direct_factual_extraction,0.78,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:bm25_real_writer,cl_0002,MSFT gross margin is estimated near 69.2%.,direct_factual_extraction,0.78,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:bm25_template,cl_0002,MSFT gross margin is estimated near 69.2%.,direct_factual_extraction,0.78,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:reranker_template,cl_0002,MSFT gross margin is estimated near 69.2%.,direct_factual_extraction,0.78,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:bm25_real_writer,cl_0002,NVDA gross margin is estimated near 74.1%.,direct_factual_extraction,0.78,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:bm25_template,cl_0002,NVDA gross margin is estimated near 74.1%.,direct_factual_extraction,0.78,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:reranker_template,cl_0002,NVDA gross margin is estimated near 74.1%.,direct_factual_extraction,0.78,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:bm25_real_writer,cl_0002,TSLA gross margin is estimated near 19.6%.,direct_factual_extraction,0.78,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:bm25_template,cl_0002,TSLA gross margin is estimated near 19.6%.,direct_factual_extraction,0.78,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:reranker_template,cl_0002,TSLA gross margin is estimated near 19.6%.,direct_factual_extraction,0.78,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
AAPL:2025Q4:bm25_template,cl_0001,AAPL reported revenue around 126.3B in the available sample.,direct_factual_extraction,0.8,"[""57867d7a18d8f858""]",P2,常规抽检，确认无误后可保持 none 占位
AAPL:2025Q4:reranker_template,cl_0001,AAPL reported revenue around 126.3B in the available sample.,direct_factual_extraction,0.8,"[""57867d7a18d8f858""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:bm25_real_writer,cl_0001,GOOGL reported revenue around 96.4B in the available sample.,direct_factual_extraction,0.8,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:bm25_template,cl_0001,GOOGL reported revenue around 96.4B in the available sample.,direct_factual_extraction,0.8,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
GOOGL:2025Q4:reranker_template,cl_0001,GOOGL reported revenue around 96.4B in the available sample.,direct_factual_extraction,0.8,"[""a51cd0bede664576""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:bm25_real_writer,cl_0001,MSFT reported revenue around 72.1B in the available sample.,direct_factual_extraction,0.8,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:bm25_template,cl_0001,MSFT reported revenue around 72.1B in the available sample.,direct_factual_extraction,0.8,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
MSFT:2025Q4:reranker_template,cl_0001,MSFT reported revenue around 72.1B in the available sample.,direct_factual_extraction,0.8,"[""8ddc653c96d1e8f2""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:bm25_real_writer,cl_0001,NVDA reported revenue around 41.8B in the available sample.,direct_factual_extraction,0.8,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:bm25_template,cl_0001,NVDA reported revenue around 41.8B in the available sample.,direct_factual_extraction,0.8,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
NVDA:2025Q4:reranker_template,cl_0001,NVDA reported revenue around 41.8B in the available sample.,direct_factual_extraction,0.8,"[""146fa48b0d7d49b0""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:bm25_real_writer,cl_0001,TSLA reported revenue around 28.7B in the available sample.,direct_factual_extraction,0.8,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:bm25_template,cl_0001,TSLA reported revenue around 28.7B in the available sample.,direct_factual_extraction,0.8,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
TSLA:2025Q4:reranker_template,cl_0001,TSLA reported revenue around 28.7B in the available sample.,direct_factual_extraction,0.8,"[""cc9c349d70f324e4""]",P2,常规抽检，确认无误后可保持 none 占位
